"initial_alias","converted_alias","name","description","namespace"
"51138","COPS4","COPS4","COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]","ENTREZGENE_ACC"
"9443","MED7","MED7","mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378]","ENTREZGENE_ACC"
"5867","RAB4A","RAB4A","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]","ENTREZGENE_ACC"
"25972","UNC50","UNC50","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]","ENTREZGENE_ACC"
"10477","UBE2E3","UBE2E3","ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]","ENTREZGENE_ACC"
"2339","FNTA","FNTA","farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:HGNC:3782]","ENTREZGENE_ACC"
"829","CAPZA1","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]","ENTREZGENE_ACC"
"51510","CHMP5","CHMP5","charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]","ENTREZGENE_ACC"
"9039","UBA3","UBA3","ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]","ENTREZGENE_ACC"
"10099","TSPAN3","TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]","ENTREZGENE_ACC"
"25821","MTO1","MTO1","mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]","ENTREZGENE_ACC"
"1738","DLD","DLD","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]","ENTREZGENE_ACC"
"2110","ETFDH","ETFDH","electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]","ENTREZGENE_ACC"
"5110","PCMT1","PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]","ENTREZGENE_ACC"
"26128","KIFBP","KIFBP","kinesin family binding protein [Source:HGNC Symbol;Acc:HGNC:23419]","ENTREZGENE_ACC"
"51727","CMPK1","CMPK1","cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]","ENTREZGENE_ACC"
"6767","ST13","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","ENTREZGENE_ACC"
"9604","RNF14","RNF14","ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]","ENTREZGENE_ACC"
"594","BCKDHB","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]","ENTREZGENE_ACC"
"11345","GABARAPL2","GABARAPL2","GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]","ENTREZGENE_ACC"
"9694","EMC2","EMC2","ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]","ENTREZGENE_ACC"
"10463","SLC30A9","SLC30A9","solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","ENTREZGENE_ACC"
"1429","CRYZ","CRYZ","crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]","ENTREZGENE_ACC"
"51567","TDP2","TDP2","tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]","ENTREZGENE_ACC"
"9562","MINPP1","MINPP1","multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]","ENTREZGENE_ACC"
"27430","MAT2B","MAT2B","methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]","ENTREZGENE_ACC"
"10857","PGRMC1","PGRMC1","progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]","ENTREZGENE_ACC"
"5824","PEX19","PEX19","peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]","ENTREZGENE_ACC"
"440026","TMEM41B","TMEM41B","transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]","ENTREZGENE_ACC"
"23219","FBXO28","FBXO28","F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046]","ENTREZGENE_ACC"
"2631","NIPSNAP2","NIPSNAP2","nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]","ENTREZGENE_ACC"
"1781","DYNC1I2","DYNC1I2","dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]","ENTREZGENE_ACC"
"4338","MOCS2","MOCS2","molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]","ENTREZGENE_ACC"
"128","ADH5","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]","ENTREZGENE_ACC"
"10558","SPTLC1","SPTLC1","serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]","ENTREZGENE_ACC"
"6342","SCP2","SCP2","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]","ENTREZGENE_ACC"
"56947","MFF","MFF","mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]","ENTREZGENE_ACC"
"10175","CNIH1","CNIH1","cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]","ENTREZGENE_ACC"
"55860","ACTR10","ACTR10","actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]","ENTREZGENE_ACC"
"34","ACADM","ACADM","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]","ENTREZGENE_ACC"
"8723","SNX4","SNX4","sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175]","ENTREZGENE_ACC"
"60592","SCOC","SCOC","short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]","ENTREZGENE_ACC"
"8803","SUCLA2","SUCLA2","succinate-CoA ligase ADP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11448]","ENTREZGENE_ACC"
"23479","ISCU","ISCU","iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]","ENTREZGENE_ACC"
"10768","AHCYL1","AHCYL1","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]","ENTREZGENE_ACC"
"25898","RCHY1","RCHY1","ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]","ENTREZGENE_ACC"
"114932","MRFAP1L1","MRFAP1L1","Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]","ENTREZGENE_ACC"
"9354","UBE4A","UBE4A","ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]","ENTREZGENE_ACC"
"9581","PREPL","PREPL","prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]","ENTREZGENE_ACC"
"8801","SUCLG2","SUCLG2","succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]","ENTREZGENE_ACC"
"5887","RAD23B","RAD23B","RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]","ENTREZGENE_ACC"
"178","AGL","AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]","ENTREZGENE_ACC"
"10484","SEC23A","SEC23A","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]","ENTREZGENE_ACC"
"7257","TSNAX","TSNAX","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]","ENTREZGENE_ACC"
"51125","GOLGA7","GOLGA7","golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]","ENTREZGENE_ACC"
"9419","CRIPT","CRIPT","CXXC repeat containing interactor of PDZ3 domain [Source:HGNC Symbol;Acc:HGNC:14312]","ENTREZGENE_ACC"
"10424","PGRMC2","PGRMC2","progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]","ENTREZGENE_ACC"
"26275","HIBCH","HIBCH","3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]","ENTREZGENE_ACC"
"10638","None","None","None",""
"8799","PEX11B","PEX11B","peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]","ENTREZGENE_ACC"
"10447","FAM3C","FAM3C","FAM3 metabolism regulating signaling molecule C [Source:HGNC Symbol;Acc:HGNC:18664]","ENTREZGENE_ACC"
"3188","HNRNPH2","HNRNPH2","heterogeneous nuclear ribonucleoprotein H2 [Source:HGNC Symbol;Acc:HGNC:5042]","ENTREZGENE_ACC"
"23741","EID1","EID1","EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]","ENTREZGENE_ACC"
"8050","PDHX","PDHX","pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]","ENTREZGENE_ACC"
"79886","CAAP1","CAAP1","caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]","ENTREZGENE_ACC"
"23588","KLHDC2","KLHDC2","kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]","ENTREZGENE_ACC"
"64400","AKTIP","AKTIP","AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]","ENTREZGENE_ACC"
"55884","WSB2","WSB2","WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]","ENTREZGENE_ACC"
"157567","ANKRD46","ANKRD46","ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]","ENTREZGENE_ACC"
"54951","COMMD8","COMMD8","COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]","ENTREZGENE_ACC"
"83941","TM2D1","TM2D1","TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]","ENTREZGENE_ACC"
"79624","ARMT1","ARMT1","acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]","ENTREZGENE_ACC"
"221154","MICU2","MICU2","mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:HGNC:31830]","ENTREZGENE_ACC"
"51382","ATP6V1D","ATP6V1D","ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]","ENTREZGENE_ACC"
"80762","NDFIP1","NDFIP1","Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]","ENTREZGENE_ACC"
"11034","DSTN","DSTN","destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]","ENTREZGENE_ACC"
"8504","PEX3","PEX3","peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]","ENTREZGENE_ACC"
"9403","SELENOF","SELENOF","selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]","ENTREZGENE_ACC"
"55862","ECHDC1","ECHDC1","ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]","ENTREZGENE_ACC"
"9166","EBAG9","EBAG9","estrogen receptor binding site associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:3123]","ENTREZGENE_ACC"
"7251","TSG101","TSG101","tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]","ENTREZGENE_ACC"
"65084","TMEM135","TMEM135","transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]","ENTREZGENE_ACC"
"10671","DCTN6","DCTN6","dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]","ENTREZGENE_ACC"
"9412","MED21","MED21","mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]","ENTREZGENE_ACC"
"10438","C1D","C1D","C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]","ENTREZGENE_ACC"
"6503","SLA","SLA","Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]","ENTREZGENE_ACC"
"241","ALOX5AP","ALOX5AP","arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]","ENTREZGENE_ACC"
"4067","LYN","LYN","LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]","ENTREZGENE_ACC"
"64092","SAMSN1","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]","ENTREZGENE_ACC"
"3122","HLA-DRA","HLA-DRA","major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]","ENTREZGENE_ACC"
"10875","FGL2","FGL2","fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]","ENTREZGENE_ACC"
"4688","NCF2","NCF2","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]","ENTREZGENE_ACC"
"3310","HSPA6","HSPA6","heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]","ENTREZGENE_ACC"
"3937","LCP2","LCP2","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]","ENTREZGENE_ACC"
"1436","CSF1R","CSF1R","colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]","ENTREZGENE_ACC"
"5777","PTPN6","PTPN6","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]","ENTREZGENE_ACC"
"397","ARHGDIB","ARHGDIB","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]","ENTREZGENE_ACC"
"9450","LY86","LY86","lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]","ENTREZGENE_ACC"
"5880","RAC2","RAC2","Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]","ENTREZGENE_ACC"
"11151","CORO1A","CORO1A","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","ENTREZGENE_ACC"
"7805","LAPTM5","LAPTM5","lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]","ENTREZGENE_ACC"
"3575","IL7R","IL7R","interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]","ENTREZGENE_ACC"
"474344","GIMAP6","GIMAP6","GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]","ENTREZGENE_ACC"
"2123","EVI2A","EVI2A","ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]","ENTREZGENE_ACC"
"962","CD48","CD48","CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]","ENTREZGENE_ACC"
"199","AIF1","AIF1","allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]","ENTREZGENE_ACC"
"1043","CD52","CD52","CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]","ENTREZGENE_ACC"
"3109","HLA-DMB","HLA-DMB","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]","ENTREZGENE_ACC"
"4542","MYO1F","MYO1F","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]","ENTREZGENE_ACC"
"9535","GMFG","GMFG","glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]","ENTREZGENE_ACC"
"7305","TYROBP","TYROBP","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","ENTREZGENE_ACC"
"1512","CTSH","CTSH","cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]","ENTREZGENE_ACC"
"1536","CYBB","CYBB","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","ENTREZGENE_ACC"
"6039","RNASE6","RNASE6","ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048]","ENTREZGENE_ACC"
"3055","HCK","HCK","HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]","ENTREZGENE_ACC"
"6850","SYK","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]","ENTREZGENE_ACC"
"1794","DOCK2","DOCK2","dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]","ENTREZGENE_ACC"
"3113","HLA-DPA1","HLA-DPA1","major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]","ENTREZGENE_ACC"
"942","CD86","CD86","CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]","ENTREZGENE_ACC"
"445347","TRGC1","TRGC1","T cell receptor gamma constant 1 [Source:HGNC Symbol;Acc:HGNC:12275]","ENTREZGENE_ACC"
"3119","HLA-DQB1","HLA-DQB1","major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]","ENTREZGENE_ACC"
"6404","SELPLG","SELPLG","selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]","ENTREZGENE_ACC"
"64231","MS4A6A","MS4A6A","membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375]","ENTREZGENE_ACC"
"963","CD53","CD53","CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]","ENTREZGENE_ACC"
"1230","CCR1","CCR1","C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]","ENTREZGENE_ACC"
"3587","IL10RA","IL10RA","interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]","ENTREZGENE_ACC"
"3059","HCLS1","HCLS1","hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]","ENTREZGENE_ACC"
"3936","LCP1","LCP1","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]","ENTREZGENE_ACC"
"1890","TYMP","TYMP","thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]","ENTREZGENE_ACC"
"2124","EVI2B","EVI2B","ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]","ENTREZGENE_ACC"
"5341","PLEK","PLEK","pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]","ENTREZGENE_ACC"
"3689","ITGB2","ITGB2","integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]","ENTREZGENE_ACC"
"5788","PTPRC","PTPRC","protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]","ENTREZGENE_ACC"
"1236","CCR7","CCR7","C-C motif chemokine receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]","ENTREZGENE_ACC"
"2533","FYB1","FYB1","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]","ENTREZGENE_ACC"
"4689","NCF4","NCF4","neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]","ENTREZGENE_ACC"
"4046","LSP1","LSP1","lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]","ENTREZGENE_ACC"
"2207","FCER1G","FCER1G","Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]","ENTREZGENE_ACC"
"3932","LCK","LCK","LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]","ENTREZGENE_ACC"
"9473","THEMIS2","THEMIS2","thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]","ENTREZGENE_ACC"
"22918","CD93","CD93","CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]","ENTREZGENE_ACC"
"50856","CLEC4A","CLEC4A","C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]","ENTREZGENE_ACC"
"9938","ARHGAP25","ARHGAP25","Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]","ENTREZGENE_ACC"
"3108","HLA-DMA","HLA-DMA","major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]","ENTREZGENE_ACC"
"7852","CXCR4","CXCR4","C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]","ENTREZGENE_ACC"
"4125","MAN2B1","MAN2B1","mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]","ENTREZGENE_ACC"
"7409","VAV1","VAV1","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]","ENTREZGENE_ACC"
"2213","FCGR2B","FCGR2B","Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]","ENTREZGENE_ACC"
"51338","MS4A4A","MS4A4A","membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371]","ENTREZGENE_ACC"
"11010","GLIPR1","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","ENTREZGENE_ACC"
"4332","MNDA","MNDA","myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]","ENTREZGENE_ACC"
"7940","LST1","LST1","leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]","ENTREZGENE_ACC"
"864","RUNX3","RUNX3","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]","ENTREZGENE_ACC"
"6352","CCL5","CCL5","C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]","ENTREZGENE_ACC"
"7133","TNFRSF1B","TNFRSF1B","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]","ENTREZGENE_ACC"
"3115","HLA-DPB1","HLA-DPB1","major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]","ENTREZGENE_ACC"
"23643","LY96","LY96","lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]","ENTREZGENE_ACC"
"972","CD74","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]","ENTREZGENE_ACC"
"1439","CSF2RB","CSF2RB","colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]","ENTREZGENE_ACC"
"5175","PECAM1","PECAM1","platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]","ENTREZGENE_ACC"
"958","CD40","CD40","CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]","ENTREZGENE_ACC"
"2268","FGR","FGR","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]","ENTREZGENE_ACC"
"330","BIRC3","BIRC3","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","ENTREZGENE_ACC"
"3683","ITGAL","ITGAL","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]","ENTREZGENE_ACC"
"9103","None","None","None",""
"9595","CYTIP","CYTIP","cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]","ENTREZGENE_ACC"
"11031","RAB31","RAB31","RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]","ENTREZGENE_ACC"
"54440","SASH3","SASH3","SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]","ENTREZGENE_ACC"
"953","ENTPD1","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]","ENTREZGENE_ACC"
"1520","CTSS","CTSS","cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]","ENTREZGENE_ACC"
"597","BCL2A1","BCL2A1","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]","ENTREZGENE_ACC"
"10437","IFI30","IFI30","IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]","ENTREZGENE_ACC"
"10733","PLK4","PLK4","polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]","ENTREZGENE_ACC"
"9735","KNTC1","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]","ENTREZGENE_ACC"
"5983","RFC3","RFC3","replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]","ENTREZGENE_ACC"
"580","BARD1","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE_ACC"
"9134","CCNE2","CCNE2","cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]","ENTREZGENE_ACC"
"79733","E2F8","E2F8","E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]","ENTREZGENE_ACC"
"56992","KIF15","KIF15","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]","ENTREZGENE_ACC"
"83879","CDCA7","CDCA7","cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]","ENTREZGENE_ACC"
"55215","FANCI","FANCI","FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]","ENTREZGENE_ACC"
"64785","GINS3","GINS3","GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]","ENTREZGENE_ACC"
"9837","GINS1","GINS1","GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]","ENTREZGENE_ACC"
"9055","PRC1","PRC1","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]","ENTREZGENE_ACC"
"81930","KIF18A","KIF18A","kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]","ENTREZGENE_ACC"
"79682","CENPU","CENPU","centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]","ENTREZGENE_ACC"
"25788","RAD54B","RAD54B","RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]","ENTREZGENE_ACC"
"51053","GMNN","GMNN","geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]","ENTREZGENE_ACC"
"9768","PCLAF","PCLAF","PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]","ENTREZGENE_ACC"
"9787","DLGAP5","DLGAP5","DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]","ENTREZGENE_ACC"
"11130","ZWINT","ZWINT","ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]","ENTREZGENE_ACC"
"90417","KNSTRN","KNSTRN","kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]","ENTREZGENE_ACC"
"64151","NCAPG","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]","ENTREZGENE_ACC"
"4001","LMNB1","LMNB1","lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]","ENTREZGENE_ACC"
"6491","STIL","STIL","STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]","ENTREZGENE_ACC"
"55839","CENPN","CENPN","centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]","ENTREZGENE_ACC"
"55706","NDC1","NDC1","NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]","ENTREZGENE_ACC"
"55165","CEP55","CEP55","centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]","ENTREZGENE_ACC"
"3070","HELLS","HELLS","helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]","ENTREZGENE_ACC"
"29028","ATAD2","ATAD2","ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]","ENTREZGENE_ACC"
"1854","DUT","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","ENTREZGENE_ACC"
"3832","KIF11","KIF11","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]","ENTREZGENE_ACC"
