"initial_alias","converted_alias","name","description","namespace"
"ENSP00000362186","PCDH11X","PCDH11X","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]","ENSP"
"ENSP00000325954","CDHR3","CDHR3","cadherin related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308]","ENSP"
"ENSP00000264012","CDH3","CDH3","cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]","ENSP"
"ENSP00000027335","CDH17","CDH17","cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]","ENSP"
"ENSP00000371897","ARHGAP5","ARHGAP5","Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]","ENSP"
"ENSP00000369129","DSP","DSP","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]","ENSP"
"ENSP00000384638","CTNNA2","CTNNA2","catenin alpha 2 [Source:HGNC Symbol;Acc:HGNC:2510]","ENSP"
"ENSP00000367433","AJAP1","AJAP1","adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]","ENSP"
"ENSP00000484928","CDH4","CDH4","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]","ENSP"
"ENSP00000314153","ZBTB33","ZBTB33","zinc finger and BTB domain containing 33 [Source:HGNC Symbol;Acc:HGNC:16682]","ENSP"
"ENSP00000269141","CDH2","CDH2","cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]","ENSP"
"ENSP00000070846","PKP2","PKP2","plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]","ENSP"
"ENSP00000262717","CDH20","CDH20","cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]","ENSP"
"ENSP00000377508","JUP","JUP","junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]","ENSP"
"ENSP00000371689","CDH12","CDH12","cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]","ENSP"
"ENSP00000442954","APC2","APC2","APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]","ENSP"
"ENSP00000462701","CDH8","CDH8","cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]","ENSP"
"ENSP00000231021","CDH9","CDH9","cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]","ENSP"
"ENSP00000380517","CDH24","CDH24","cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]","ENSP"
"ENSP00000304669","CTNNA1","CTNNA1","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]","ENSP"
"ENSP00000382004","CTNND1","CTNND1","catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]","ENSP"
"ENSP00000381058","CDH7","CDH7","cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]","ENSP"
"ENSP00000246080","TCF15","TCF15","transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]","ENSP"
"ENSP00000349477","KLRG1","KLRG1","killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]","ENSP"
"ENSP00000331678","PKP3","PKP3","plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]","ENSP"
"ENSP00000425093","CDH18","CDH18","cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]","ENSP"
"ENSP00000437790","CDH22","CDH22","cadherin 22 [Source:HGNC Symbol;Acc:HGNC:13251]","ENSP"
"ENSP00000344115","CDH5","CDH5","cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]","ENSP"
"ENSP00000378400","LIMA1","LIMA1","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]","ENSP"
"ENSP00000268613","CDH13","CDH13","cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]","ENSP"
"ENSP00000374409","PKP4","PKP4","plakophilin 4 [Source:HGNC Symbol;Acc:HGNC:9026]","ENSP"
"ENSP00000265071","CDH6","CDH6","cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]","ENSP"
"ENSP00000262150","CDH19","CDH19","cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]","ENSP"
"ENSP00000261590","DSG2","DSG2","desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]","ENSP"
"ENSP00000389714","CTNNA3","CTNNA3","catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]","ENSP"
"ENSP00000263207","ARVCF","ARVCF","ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]","ENSP"
"ENSP00000289746","CDH15","CDH15","cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]","ENSP"
"ENSP00000264463","CDH10","CDH10","cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]","ENSP"
"ENSP00000307134","CTNND2","CTNND2","catenin delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]","ENSP"
"ENSP00000339390","CDH26","CDH26","cadherin 26 [Source:HGNC Symbol;Acc:HGNC:15902]","ENSP"
"ENSP00000268603","CDH11","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","ENSP"
"ENSP00000280904","DSC2","DSC2","desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]","ENSP"
"ENSP00000352785","DSG4","DSG4","desmoglein 4 [Source:HGNC Symbol;Acc:HGNC:21307]","ENSP"
"ENSP00000353608","DSC3","DSC3","desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]","ENSP"
"ENSP00000397157","PERP","PERP","p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]","ENSP"
"ENSP00000257198","DSC1","DSC1","desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]","ENSP"
"ENSP00000357789","FLG","FLG","filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]","ENSP"
"ENSP00000257189","DSG3","DSG3","desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]","ENSP"
"ENSP00000439182","MYO1H","MYO1H","myosin IH [Source:HGNC Symbol;Acc:HGNC:13879]","ENSP"
"ENSP00000406229","FAT1","FAT1","FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]","ENSP"
"ENSP00000432586","FAT3","FAT3","FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]","ENSP"
"ENSP00000281092","FER","FER","FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]","ENSP"
"ENSP00000263946","PKP1","PKP1","plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]","ENSP"
"ENSP00000403067","FRMD5","FRMD5","FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]","ENSP"
"ENSP00000267984","TLNRD1","TLNRD1","talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]","ENSP"
"ENSP00000258930","CIB2","CIB2","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]","ENSP"
"ENSP00000269878","CIB3","CIB3","calcium and integrin binding family member 3 [Source:HGNC Symbol;Acc:HGNC:24580]","ENSP"
"ENSP00000367096","PCDH9","PCDH9","protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]","ENSP"
"ENSP00000267859","None","None","None",""
"ENSP00000324775","None","None","None",""
"ENSP00000410216","POC5","POC5","POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]","ENSP"
"ENSP00000365198","KAZN","KAZN","kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]","ENSP"
"ENSP00000262366","GLIS2","GLIS2","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]","ENSP"
"ENSP00000297784","TMC1","TMC1","transmembrane channel like 1 [Source:HGNC Symbol;Acc:HGNC:16513]","ENSP"
"ENSP00000299752","CDH16","CDH16","cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755]","ENSP"
"ENSP00000264360","PCDH10","PCDH10","protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]","ENSP"
"ENSP00000367177","PCDH8","PCDH8","protocadherin 8 [Source:HGNC Symbol;Acc:HGNC:8660]","ENSP"
"ENSP00000362125","PCDH19","PCDH19","protocadherin 19 [Source:HGNC Symbol;Acc:HGNC:14270]","ENSP"
"ENSP00000287585","LHFPL4","LHFPL4","LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568]","ENSP"
"ENSP00000393128","LHFPL3","LHFPL3","LHFPL tetraspan subfamily member 3 [Source:HGNC Symbol;Acc:HGNC:6589]","ENSP"
"ENSP00000353346","LHFPL5","LHFPL5","LHFPL tetraspan subfamily member 5 [Source:HGNC Symbol;Acc:HGNC:21253]","ENSP"
"ENSP00000329158","CLRN1","CLRN1","clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605]","ENSP"
"ENSP00000351732","TMC2","TMC2","transmembrane channel like 2 [Source:HGNC Symbol;Acc:HGNC:16527]","ENSP"
"ENSP00000400223","FJX1","FJX1","four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]","ENSP"
"ENSP00000321239","RCHY1","RCHY1","ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]","ENSP"
"ENSP00000006015","HOXA11","HOXA11","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]","ENSP"
"ENSP00000251203","PBX4","PBX4","PBX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:13403]","ENSP"
"ENSP00000362588","PBX3","PBX3","PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]","ENSP"
"ENSP00000272369","MEIS1","MEIS1","Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]","ENSP"
"ENSP00000364190","PBX2","PBX2","PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633]","ENSP"
"ENSP00000405890","PBX1","PBX1","PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]","ENSP"
"ENSP00000240328","TBX2","TBX2","T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]","ENSP"
"ENSP00000257566","TBX3","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]","ENSP"
"ENSP00000040584","HOXC8","HOXC8","homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]","ENSP"
"ENSP00000234198","DLX2","DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]","ENSP"
"ENSP00000222598","None","None","None",""
"ENSP00000372170","MSX1","MSX1","msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]","ENSP"
"ENSP00000343246","None","None","None",""
"ENSP00000370253","NKX3-1","NKX3-1","NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]","ENSP"
"ENSP00000370256","None","None","None",""
"ENSP00000364524","PAX7","PAX7","paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]","ENSP"
"ENSP00000243103","HOXC12","HOXC12","homeobox C12 [Source:HGNC Symbol;Acc:HGNC:5124]","ENSP"
"ENSP00000343619","HOXA9","HOXA9","homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]","ENSP"
"ENSP00000371875","NKX3-2","NKX3-2","NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]","ENSP"
"ENSP00000327758","NKX2-5","NKX2-5","NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]","ENSP"
"ENSP00000342828","NKX2-3","NKX2-3","NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]","ENSP"
"ENSP00000320089","NKX2-6","NKX2-6","NK2 homeobox 6 [Source:HGNC Symbol;Acc:HGNC:32940]","ENSP"
"ENSP00000376322","HOXD13","HOXD13","homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]","ENSP"
"ENSP00000309439","HOXB9","HOXB9","homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]","ENSP"
"ENSP00000239151","HOXB5","HOXB5","homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]","ENSP"
"ENSP00000328928","HOXB4","HOXB4","homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]","ENSP"
"ENSP00000222718","HOXA2","HOXA2","homeobox A2 [Source:HGNC Symbol;Acc:HGNC:5103]","ENSP"
"ENSP00000239165","HOXB7","HOXB7","homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]","ENSP"
"ENSP00000386498","HOXD3","HOXD3","homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137]","ENSP"
"ENSP00000283921","HOXA10","HOXA10","homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100]","ENSP"
"ENSP00000331741","HOXB2","HOXB2","homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]","ENSP"
"ENSP00000309913","TBX5","TBX5","T-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11604]","ENSP"
"ENSP00000371846","DEAF1","DEAF1","DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]","ENSP"
"ENSP00000453307","MEIS3","MEIS3","Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]","ENSP"
"ENSP00000298282","PKNOX2","PKNOX2","PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]","ENSP"
"ENSP00000360552","TSHZ2","TSHZ2","teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]","ENSP"
"ENSP00000420009","HOXB6","HOXB6","homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117]","ENSP"
"ENSP00000326604","LMBR1","LMBR1","limb development membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13243]","ENSP"
"ENSP00000399808","HOXC4","HOXC4","homeobox C4 [Source:HGNC Symbol;Acc:HGNC:5126]","ENSP"
"ENSP00000295206","EN1","EN1","engrailed homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3342]","ENSP"
"ENSP00000297375","EN2","EN2","engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343]","ENSP"
"ENSP00000428480","DLX6","DLX6","distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]","ENSP"
"ENSP00000297537","GBX1","GBX1","gastrulation brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4185]","ENSP"
"ENSP00000239243","MSX2","MSX2","msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]","ENSP"
"ENSP00000249501","HOXD10","HOXD10","homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]","ENSP"
"ENSP00000222726","HOXA5","HOXA5","homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106]","ENSP"
"ENSP00000353151","HOXA4","HOXA4","homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]","ENSP"
"ENSP00000302836","HOXC9","HOXC9","homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130]","ENSP"
"ENSP00000453793","MEIS2","MEIS2","Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]","ENSP"
"ENSP00000352565","HAND2","HAND2","heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]","ENSP"
"ENSP00000222728","HOXA6","HOXA6","homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]","ENSP"
"ENSP00000249499","HOXD9","HOXD9","homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140]","ENSP"
"ENSP00000243108","HOXC6","HOXC6","homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]","ENSP"
"ENSP00000476742","None","None","None",""
"ENSP00000309336","HOXC5","HOXC5","homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]","ENSP"
"ENSP00000242159","HOXA7","HOXA7","homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]","ENSP"
"ENSP00000302548","HOXD4","HOXD4","homeobox D4 [Source:HGNC Symbol;Acc:HGNC:5138]","ENSP"
"ENSP00000258829","NKX2-8","NKX2-8","NK2 homeobox 8 [Source:HGNC Symbol;Acc:HGNC:16364]","ENSP"
"ENSP00000222753","None","None","None",""
"ENSP00000484411","HOXA3","HOXA3","homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]","ENSP"
"ENSP00000243056","HOXC13","HOXC13","homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]","ENSP"
"ENSP00000370421","PDX1","PDX1","pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6107]","ENSP"
"ENSP00000328598","HOXD1","HOXD1","homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132]","ENSP"
"ENSP00000307321","HOXC10","HOXC10","homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]","ENSP"
"ENSP00000347684","LMX1B","LMX1B","LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]","ENSP"
"ENSP00000231121","HAND1","HAND1","heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]","ENSP"
"ENSP00000340660","ELSPBP1","ELSPBP1","epididymal sperm binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14417]","ENSP"
"ENSP00000355245","PAX9","PAX9","paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]","ENSP"
"ENSP00000239144","HOXB8","HOXB8","homeobox B8 [Source:HGNC Symbol;Acc:HGNC:5119]","ENSP"
"ENSP00000331791","TBX1","TBX1","T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]","ENSP"
"ENSP00000363254","DRGX","DRGX","dorsal root ganglia homeobox [Source:HGNC Symbol;Acc:HGNC:21536]","ENSP"
"ENSP00000354478","DLX1","DLX1","distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]","ENSP"
"ENSP00000240306","DLX4","DLX4","distal-less homeobox 4 [Source:HGNC Symbol;Acc:HGNC:2917]","ENSP"
"ENSP00000389870","DLX3","DLX3","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]","ENSP"
"ENSP00000240335","TBX4","TBX4","T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]","ENSP"
"ENSP00000446680","HOXC11","HOXC11","homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123]","ENSP"
"ENSP00000358677","TBX18","TBX18","T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]","ENSP"
"ENSP00000315949","HOXD8","HOXD8","homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]","ENSP"
"ENSP00000249504","HOXD11","HOXD11","homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]","ENSP"
"ENSP00000290295","HOXB13","HOXB13","homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112]","ENSP"
"ENSP00000417207","HOXB3","HOXB3","homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114]","ENSP"
"ENSP00000482393","IRX4","IRX4","iroquois homeobox 4 [Source:HGNC Symbol;Acc:HGNC:6129]","ENSP"
"ENSP00000385586","HOXD12","HOXD12","homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135]","ENSP"
"ENSP00000421799","None","None","None",""
"ENSP00000302251","GBX2","GBX2","gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186]","ENSP"
"ENSP00000345147","NKX2-4","NKX2-4","NK2 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:7837]","ENSP"
"ENSP00000372056","IRX2","IRX2","iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]","ENSP"
"ENSP00000304331","GSX1","GSX1","GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]","ENSP"
"ENSP00000252971","MNX1","MNX1","motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]","ENSP"
"ENSP00000319118","GSX2","GSX2","GS homeobox 2 [Source:HGNC Symbol;Acc:HGNC:24959]","ENSP"
"ENSP00000443292","FAM222A","FAM222A","family with sequence similarity 222 member A [Source:HGNC Symbol;Acc:HGNC:25915]","ENSP"
"ENSP00000369251","MAB21L1","MAB21L1","mab-21 like 1 [Source:HGNC Symbol;Acc:HGNC:6757]","ENSP"
"ENSP00000324701","MAB21L2","MAB21L2","mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]","ENSP"
"ENSP00000273153","CSRNP1","CSRNP1","cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]","ENSP"
"ENSP00000343204","JAK1","JAK1","Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]","ENSP"
"ENSP00000354394","STAT1","STAT1","signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]","ENSP"
"ENSP00000262345","IL12RB2","IL12RB2","interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]","ENSP"
"ENSP00000369554","IFNA2","IFNA2","interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]","ENSP"
"ENSP00000327824","IFNLR1","IFNLR1","interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]","ENSP"
"ENSP00000343957","IFNAR2","IFNAR2","interferon alpha and beta receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:5433]","ENSP"
"ENSP00000303231","IL12A","IL12A","interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969]","ENSP"
"ENSP00000338010","IL21R","IL21R","interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]","ENSP"
"ENSP00000314976","IL20RA","IL20RA","interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]","ENSP"
"ENSP00000229135","IFNG","IFNG","interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438]","ENSP"
"ENSP00000385675","IL6","IL6","interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]","ENSP"
"ENSP00000260665","LRPPRC","LRPPRC","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]","ENSP"
"ENSP00000470788","IL12RB1","IL12RB1","interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]","ENSP"
"ENSP00000300134","STAT6","STAT6","signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]","ENSP"
"ENSP00000357470","IL6R","IL6R","interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]","ENSP"
"ENSP00000412237","IL10","IL10","interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]","ENSP"
"ENSP00000249075","LIF","LIF","LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]","ENSP"
"ENSP00000356713","IFNGR1","IFNGR1","interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]","ENSP"
"ENSP00000431885","TYK2","TYK2","tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]","ENSP"
"ENSP00000296161","DTX3L","DTX3L","deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]","ENSP"
"ENSP00000264563","IL11","IL11","interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]","ENSP"
"ENSP00000311857","PTPN2","PTPN2","protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]","ENSP"
"ENSP00000215794","USP18","USP18","ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]","ENSP"
"ENSP00000215781","OSM","OSM","oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]","ENSP"
"ENSP00000415900","None","None","None",""
"ENSP00000279804","CTF1","CTF1","cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]","ENSP"
"ENSP00000274276","OSMR","OSMR","oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]","ENSP"
"ENSP00000263409","LIFR","LIFR","LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]","ENSP"
"ENSP00000370698","IL6ST","IL6ST","interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]","ENSP"
"ENSP00000276927","IFNA1","IFNA1","interferon alpha 1 [Source:HGNC Symbol;Acc:HGNC:5417]","ENSP"
"ENSP00000270139","IFNAR1","IFNAR1","interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]","ENSP"
"ENSP00000315768","STAT2","STAT2","signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]","ENSP"
"ENSP00000375795","IL24","IL24","interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]","ENSP"
"ENSP00000369581","IFNB1","IFNB1","interferon beta 1 [Source:HGNC Symbol;Acc:HGNC:5434]","ENSP"
"ENSP00000396068","None","None","None",""
"ENSP00000450565","IL11RA","IL11RA","interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]","ENSP"
"ENSP00000221847","EBI3","EBI3","Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]","ENSP"
"ENSP00000368265","CNTFR","CNTFR","ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]","ENSP"
"ENSP00000263379","IL27RA","IL27RA","interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290]","ENSP"
"ENSP00000376134","STAT4","STAT4","signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]","ENSP"
"ENSP00000349365","IL27","IL27","interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]","ENSP"
"ENSP00000264497","None","None","None",""
"ENSP00000304915","IL13","IL13","interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]","ENSP"
"ENSP00000329991","IFNL1","IFNL1","interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363]","ENSP"
"ENSP00000380073","IRF9","IRF9","interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]","ENSP"
"ENSP00000290200","IL10RB","IL10RB","interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]","ENSP"
"ENSP00000231228","IL12B","IL12B","interleukin 12B [Source:HGNC Symbol;Acc:HGNC:5970]","ENSP"
"ENSP00000227752","IL10RA","IL10RA","interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]","ENSP"
"ENSP00000442424","IL22","IL22","interleukin 22 [Source:HGNC Symbol;Acc:HGNC:14900]","ENSP"
"ENSP00000409000","IFNL3","IFNL3","interferon lambda 3 [Source:HGNC Symbol;Acc:HGNC:18365]","ENSP"
"ENSP00000270800","IL22RA1","IL22RA1","interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]","ENSP"
"ENSP00000376188","CRLF1","CRLF1","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]","ENSP"
