module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_REAC	term_id_KEGG	goslim_pir	genes
75	M1	e019_M1	regulation of cyclin-dependent protein serine/threonine kinase activity / p53 signaling pathway / G1 Phase	GO:0000079	REAC:R-HSA-69236	KEGG:04115	GO:0065009;GO:0050789;GO:0007049	ENSP00000261900;ENSP00000380256;ENSP00000365210;ENSP00000264157;ENSP00000410561;ENSP00000478257;ENSP00000256897;ENSP00000406472;ENSP00000262300;ENSP00000429089;ENSP00000227507;ENSP00000396755;ENSP00000261211;ENSP00000386277;ENSP00000435373;ENSP00000261254;ENSP00000363836;ENSP00000344635;ENSP00000288207;ENSP00000265734;ENSP00000181839;ENSP00000400088;ENSP00000413720;ENSP00000311083;ENSP00000398880;ENSP00000377224;ENSP00000423665;ENSP00000255465;ENSP00000282572;ENSP00000237654;ENSP00000262643;ENSP00000369390;ENSP00000256443;ENSP00000374529;ENSP00000357748;ENSP00000362361;ENSP00000256442;ENSP00000362082;ENSP00000315743;ENSP00000377547;ENSP00000276052;ENSP00000261245;ENSP00000364976;ENSP00000384849;ENSP00000257904
76	M1	e019_M1	glycolytic process / Carbon metabolism / Gluconeogenesis	GO:0006096	REAC:R-HSA-70263	KEGG:01200	GO:0009117;GO:0006082;GO:0006091;GO:0005975	ENSP00000377494;ENSP00000280605;ENSP00000419425;ENSP00000362463;ENSP00000377192;ENSP00000363988;ENSP00000473036;ENSP00000222286;ENSP00000297258;ENSP00000376840;ENSP00000232607;ENSP00000270776;ENSP00000256103;ENSP00000476672;ENSP00000305995;ENSP00000324105;ENSP00000226253;ENSP00000285930;ENSP00000282388;ENSP00000234590;ENSP00000413152;ENSP00000362817;ENSP00000345555;ENSP00000405573;ENSP00000370376;ENSP00000207870;ENSP00000358106;ENSP00000359991;ENSP00000391481;ENSP00000432282;ENSP00000378046;ENSP00000358931;ENSP00000412189;ENSP00000297283;ENSP00000473348;ENSP00000362413;ENSP00000352401;ENSP00000378669;ENSP00000389289;ENSP00000357429;ENSP00000370373;ENSP00000357076;ENSP00000437402;ENSP00000304229;ENSP00000229239
77	M1	e019_M1	TOR signaling / mTOR signaling pathway / mTORC1-mediated signalling	GO:0031929	REAC:R-HSA-166208	KEGG:04150	GO:0050896;GO:0050789;GO:0007154	ENSP00000343118;ENSP00000375711;ENSP00000458075;ENSP00000379842;ENSP00000369899;ENSP00000286234;ENSP00000429022;ENSP00000478396;ENSP00000484144;ENSP00000278671;ENSP00000362092;ENSP00000244426;ENSP00000380074;ENSP00000356832;ENSP00000456405;ENSP00000357288;ENSP00000476767;ENSP00000307272;ENSP00000424183;ENSP00000341843;ENSP00000296782;ENSP00000468280;ENSP00000316628;ENSP00000464893;ENSP00000421985;ENSP00000368144;ENSP00000263881;ENSP00000264036;ENSP00000265960;ENSP00000264433;ENSP00000309714;ENSP00000225577;ENSP00000340691;ENSP00000256644;ENSP00000384848;ENSP00000362547;ENSP00000308413;ENSP00000262187;ENSP00000285071;ENSP00000294066;ENSP00000013125;ENSP00000358423;ENSP00000262850;ENSP00000262319;ENSP00000354558
78	M1	e019_M1	positive regulation of voltage-gated potassium channel activity	GO:1903818	NA	NA	GO:0065009;GO:0050789	ENSP00000482885;ENSP00000356191;ENSP00000399441;ENSP00000342188;ENSP00000467753;ENSP00000464535;ENSP00000339918;ENSP00000367315;ENSP00000326817;ENSP00000328625;ENSP00000379241;ENSP00000369395;ENSP00000474988;ENSP00000365253;ENSP00000368135;ENSP00000459551;ENSP00000295628;ENSP00000217939;ENSP00000376384;ENSP00000298124;ENSP00000356143;ENSP00000326324;ENSP00000355166;ENSP00000360597;ENSP00000357810;ENSP00000400803;ENSP00000341944;ENSP00000276282;ENSP00000282466;ENSP00000469337;ENSP00000360560;ENSP00000438264;ENSP00000446278;ENSP00000397312;ENSP00000372959;ENSP00000434847;ENSP00000434849;ENSP00000216241;ENSP00000304923;ENSP00000345175;ENSP00000344242;ENSP00000419542;ENSP00000261172;ENSP00000405987
79	M1	e019_M1	pyroptosis / NOD-like receptor signaling pathway / Inflammasomes	GO:0070269	REAC:R-HSA-622312	KEGG:04621	GO:0065009;GO:0050789;GO:0001816;GO:0065003;GO:0050896	ENSP00000375682;ENSP00000393417;ENSP00000337383;ENSP00000333203;ENSP00000362566;ENSP00000292174;ENSP00000484343;ENSP00000219596;ENSP00000357112;ENSP00000364858;ENSP00000309767;ENSP00000433138;ENSP00000375767;ENSP00000313581;ENSP00000314151;ENSP00000262960;ENSP00000343891;ENSP00000428657;ENSP00000216336;ENSP00000450540;ENSP00000376793;ENSP00000458537;ENSP00000376849;ENSP00000436691;ENSP00000385090;ENSP00000388566;ENSP00000364859;ENSP00000359488;ENSP00000428325;ENSP00000247470;ENSP00000478516;ENSP00000329374;ENSP00000331857;ENSP00000433209;ENSP00000467123;ENSP00000445135;ENSP00000299481;ENSP00000257013;ENSP00000352039;ENSP00000254765;ENSP00000382828;ENSP00000301956;ENSP00000357915;ENSP00000363513
80	M1	e019_M1	fibroblast growth factor receptor signaling pathway / Melanoma / PI3K Cascade	GO:0008543	REAC:R-HSA-109704	KEGG:05218	GO:0050896;GO:0040011;GO:0032502;GO:0050789	ENSP00000262039;ENSP00000410294;ENSP00000263967;ENSP00000365016;ENSP00000339824;ENSP00000168712;ENSP00000321797;ENSP00000246841;ENSP00000267843;ENSP00000311697;ENSP00000274625;ENSP00000228837;ENSP00000241453;ENSP00000362109;ENSP00000264498;ENSP00000294312;ENSP00000393312;ENSP00000307046;ENSP00000367292;ENSP00000369442;ENSP00000289153;ENSP00000262995;ENSP00000371790;ENSP00000215530;ENSP00000257408;ENSP00000263100;ENSP00000399324;ENSP00000349205;ENSP00000352414;ENSP00000447241;ENSP00000340944;ENSP00000480791;ENSP00000264664;ENSP00000354952;ENSP00000469613;ENSP00000304895;ENSP00000292408;ENSP00000381498;ENSP00000387784;ENSP00000332879;ENSP00000334122;ENSP00000237837;ENSP00000264033;ENSP00000180166
81	M1	e019_M1	calcium ion transport / Arrhythmogenic right ventricular cardiomyopathy / Presynaptic depolarization and calcium channel opening	GO:0006816	REAC:R-HSA-112308	KEGG:05412	GO:0016192;GO:0065009;GO:0050789;GO:0006811;GO:0015031;GO:0050877;GO:0065008;GO:0007154	ENSP00000290039;ENSP00000349320;ENSP00000301050;ENSP00000377840;ENSP00000352608;ENSP00000355192;ENSP00000405963;ENSP00000360423;ENSP00000390423;ENSP00000386962;ENSP00000262138;ENSP00000383003;ENSP00000256343;ENSP00000371180;ENSP00000355492;ENSP00000365441;ENSP00000443917;ENSP00000270458;ENSP00000384192;ENSP00000282611;ENSP00000352011;ENSP00000310244;ENSP00000353362;ENSP00000288139;ENSP00000356545;ENSP00000266376;ENSP00000226021;ENSP00000252729;ENSP00000479844;ENSP00000419101;ENSP00000309052;ENSP00000372169;ENSP00000334198;ENSP00000320025;ENSP00000338864;ENSP00000438949;ENSP00000005284;ENSP00000418081;ENSP00000385019;ENSP00000300105;ENSP00000371037;ENSP00000329200;ENSP00000265080;ENSP00000375647
82	M1	e019_M1	negative regulation of translation	GO:0017148	NA	NA	GO:0009057;GO:0050789;GO:0006996;GO:0016070;GO:0065008;GO:0022607	ENSP00000365201;ENSP00000440190;ENSP00000368540;ENSP00000466718;ENSP00000262031;ENSP00000349594;ENSP00000443985;ENSP00000364965;ENSP00000381773;ENSP00000371634;ENSP00000269499;ENSP00000481762;ENSP00000290341;ENSP00000318177;ENSP00000355028;ENSP00000366843;ENSP00000391723;ENSP00000377681;ENSP00000409279;ENSP00000461433;ENSP00000265085;ENSP00000359364;ENSP00000353013;ENSP00000343629;ENSP00000378917;ENSP00000277165;ENSP00000387010;ENSP00000257177;ENSP00000432845;ENSP00000294904;ENSP00000387462;ENSP00000305161;ENSP00000305138;ENSP00000415034;ENSP00000352738;ENSP00000428756;ENSP00000349856;ENSP00000250113;ENSP00000352162;ENSP00000340329;ENSP00000359506;ENSP00000380479;ENSP00000317903;ENSP00000484056
85	M1	e019_M1	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	NA	REAC:R-HSA-75035	NA	GO:0065009	ENSP00000345001;ENSP00000464006;ENSP00000306330;ENSP00000371267;ENSP00000264255;ENSP00000285670;ENSP00000251993;ENSP00000315713;ENSP00000219476;ENSP00000264029;ENSP00000231368;ENSP00000305976;ENSP00000361728;ENSP00000270162;ENSP00000385751;ENSP00000306968;ENSP00000478962;ENSP00000361930;ENSP00000333568;ENSP00000386135;ENSP00000483424;ENSP00000379287;ENSP00000377789;ENSP00000475727;ENSP00000296474;ENSP00000357622;ENSP00000387246;ENSP00000329918;ENSP00000370571;ENSP00000414287;ENSP00000264335;ENSP00000378040;ENSP00000245960;ENSP00000307305;ENSP00000248975;ENSP00000340989;ENSP00000321656;ENSP00000364449;ENSP00000477725;ENSP00000261439;ENSP00000254695;ENSP00000366863;ENSP00000298552
86	M1	e019_M1	Platelet activation / Signaling by BRAF and RAF1 fusions	NA	REAC:R-HSA-6802952	KEGG:04611	GO:0050789;GO:0048308;GO:0007030	ENSP00000368824;ENSP00000242351;ENSP00000389715;ENSP00000319713;ENSP00000263025;ENSP00000363371;ENSP00000262407;ENSP00000350170;ENSP00000355094;ENSP00000348573;ENSP00000309116;ENSP00000288602;ENSP00000410603;ENSP00000376943;ENSP00000230859;ENSP00000341597;ENSP00000381958;ENSP00000357055;ENSP00000416040;ENSP00000358723;ENSP00000365411;ENSP00000302486;ENSP00000306361;ENSP00000347581;ENSP00000215832;ENSP00000336829;ENSP00000261405;ENSP00000220003;ENSP00000328998;ENSP00000262948;ENSP00000265174;ENSP00000306099;ENSP00000316029;ENSP00000250559;ENSP00000405738;ENSP00000411397;ENSP00000346762;ENSP00000316109;ENSP00000434033;ENSP00000234488;ENSP00000379156;ENSP00000340507;ENSP00000346437
87	M1	e019_M1	ribonucleoside metabolic process / Nucleotide metabolism / Metabolism of nucleotides	GO:0009119	REAC:R-HSA-15869	KEGG:01232	GO:0009117;GO:0009116	ENSP00000362271;ENSP00000430075;ENSP00000354238;ENSP00000235628;ENSP00000256578;ENSP00000332116;ENSP00000370078;ENSP00000433415;ENSP00000287713;ENSP00000264917;ENSP00000257770;ENSP00000347689;ENSP00000361965;ENSP00000474090;ENSP00000372191;ENSP00000406261;ENSP00000370201;ENSP00000407560;ENSP00000385632;ENSP00000352904;ENSP00000310661;ENSP00000286918;ENSP00000298545;ENSP00000345096;ENSP00000339479;ENSP00000484415;ENSP00000378743;ENSP00000366410;ENSP00000280979;ENSP00000267584;ENSP00000382731;ENSP00000345502;ENSP00000311453;ENSP00000373674;ENSP00000340523;ENSP00000321584;ENSP00000346921;ENSP00000330032;ENSP00000346577;ENSP00000389948;ENSP00000379802;ENSP00000249396;ENSP00000245552
88	M1	e019_M1	BMP signaling pathway / TGF-beta signaling pathway / Signaling by BMP	GO:0030509	REAC:R-HSA-201451	KEGG:04350	GO:0032501;GO:0050789;GO:0032502;GO:0006793;GO:0036211;GO:0050896	ENSP00000204604;ENSP00000245451;ENSP00000295633;ENSP00000367942;ENSP00000337014;ENSP00000361915;ENSP00000256759;ENSP00000252677;ENSP00000359866;ENSP00000283147;ENSP00000361112;ENSP00000262120;ENSP00000385834;ENSP00000379204;ENSP00000297161;ENSP00000363708;ENSP00000478319;ENSP00000295379;ENSP00000368104;ENSP00000318650;ENSP00000341803;ENSP00000252809;ENSP00000328181;ENSP00000452126;ENSP00000420525;ENSP00000308219;ENSP00000272224;ENSP00000243347;ENSP00000364683;ENSP00000479679;ENSP00000392066;ENSP00000363492;ENSP00000355396;ENSP00000287020;ENSP00000326759;ENSP00000393887;ENSP00000228938;ENSP00000343636;ENSP00000370297;ENSP00000361107;ENSP00000401907;ENSP00000304930;ENSP00000263671
89	M1	e019_M1	sulfation / Cytosolic sulfonation of small molecules	GO:0051923	REAC:R-HSA-156584	NA	GO:0009117;GO:0006082;GO:0006066;GO:0006790	ENSP00000366819;ENSP00000427802;ENSP00000448035;ENSP00000418661;ENSP00000312318;ENSP00000054950;ENSP00000368818;ENSP00000371388;ENSP00000378972;ENSP00000265404;ENSP00000325266;ENSP00000393453;ENSP00000216129;ENSP00000201586;ENSP00000308770;ENSP00000385098;ENSP00000333310;ENSP00000222002;ENSP00000347739;ENSP00000227322;ENSP00000332565;ENSP00000342778;ENSP00000326948;ENSP00000372206;ENSP00000362456;ENSP00000359958;ENSP00000381577;ENSP00000429243;ENSP00000420477;ENSP00000368414;ENSP00000385995;ENSP00000242257;ENSP00000384950;ENSP00000319622;ENSP00000378570;ENSP00000378992;ENSP00000353600;ENSP00000293805;ENSP00000365318;ENSP00000380861;ENSP00000272452;ENSP00000387361
90	M1	e019_M1	DNA-templated DNA replication / Cell cycle / Activation of the pre-replicative complex	GO:0006261	REAC:R-HSA-68962	KEGG:04110	GO:0006260;GO:0032392;GO:0006281;GO:0050789	ENSP00000405726;ENSP00000255641;ENSP00000230056;ENSP00000401018;ENSP00000370293;ENSP00000418268;ENSP00000314505;ENSP00000353098;ENSP00000292616;ENSP00000426359;ENSP00000303398;ENSP00000234296;ENSP00000262105;ENSP00000265728;ENSP00000441953;ENSP00000413632;ENSP00000253462;ENSP00000264156;ENSP00000307288;ENSP00000297431;ENSP00000393139;ENSP00000257789;ENSP00000216122;ENSP00000301019;ENSP00000368164;ENSP00000219097;ENSP00000473233;ENSP00000455897;ENSP00000353793;ENSP00000276533;ENSP00000306999;ENSP00000265140;ENSP00000323663;ENSP00000275053;ENSP00000262460;ENSP00000417291;ENSP00000305077;ENSP00000285871;ENSP00000268138;ENSP00000359292;ENSP00000480527;ENSP00000482374
91	M1	e019_M1	synaptic membrane adhesion / Receptor-type tyrosine-protein phosphatases	GO:0099560	REAC:R-HSA-388844	NA	GO:0007155;GO:0050789;GO:0006793;GO:0036211;GO:0022607	ENSP00000482228;ENSP00000463325;ENSP00000349932;ENSP00000362294;ENSP00000376708;ENSP00000325355;ENSP00000394794;ENSP00000361177;ENSP00000469759;ENSP00000314901;ENSP00000298119;ENSP00000471502;ENSP00000312535;ENSP00000357986;ENSP00000363667;ENSP00000254667;ENSP00000369756;ENSP00000353030;ENSP00000334928;ENSP00000400010;ENSP00000357196;ENSP00000349929;ENSP00000426948;ENSP00000296859;ENSP00000370593;ENSP00000268720;ENSP00000420091;ENSP00000299492;ENSP00000281171;ENSP00000365528;ENSP00000366283;ENSP00000426119;ENSP00000334941;ENSP00000314724;ENSP00000368278;ENSP00000361663;ENSP00000396935;ENSP00000366288;ENSP00000359521;ENSP00000481937;ENSP00000469205;ENSP00000383143
92	M1	e019_M1	carbohydrate catabolic process / Starch and sucrose metabolism / Glucose metabolism	GO:0016052	REAC:R-HSA-70326	KEGG:00500	GO:0009117;GO:0006082;GO:0006091;GO:0005975	ENSP00000356047;ENSP00000404718;ENSP00000364145;ENSP00000232375;ENSP00000443319;ENSP00000294724;ENSP00000472308;ENSP00000247026;ENSP00000216962;ENSP00000164139;ENSP00000216392;ENSP00000292432;ENSP00000354610;ENSP00000330484;ENSP00000481450;ENSP00000399805;ENSP00000179259;ENSP00000402103;ENSP00000290573;ENSP00000346643;ENSP00000345771;ENSP00000408025;ENSP00000364486;ENSP00000269848;ENSP00000370517;ENSP00000223366;ENSP00000305692;ENSP00000326227;ENSP00000447378;ENSP00000447431;ENSP00000264717;ENSP00000303129;ENSP00000296456;ENSP00000307423;ENSP00000358059;ENSP00000364512;ENSP00000295268;ENSP00000238721;ENSP00000370966;ENSP00000359100;ENSP00000292430;ENSP00000359096
93	M1	e019_M1	intermediate filament organization / Formation of the cornified envelope	GO:0045109	REAC:R-HSA-6809371	NA	GO:0006996;GO:0032502	ENSP00000246662;ENSP00000308452;ENSP00000269576;ENSP00000377570;ENSP00000269491;ENSP00000344547;ENSP00000325978;ENSP00000284273;ENSP00000167586;ENSP00000252242;ENSP00000482285;ENSP00000448220;ENSP00000413479;ENSP00000324404;ENSP00000357565;ENSP00000254043;ENSP00000235372;ENSP00000478828;ENSP00000328358;ENSP00000329243;ENSP00000288065;ENSP00000306473;ENSP00000308720;ENSP00000370867;ENSP00000265299;ENSP00000246635;ENSP00000252244;ENSP00000246646;ENSP00000301653;ENSP00000310861;ENSP00000342710;ENSP00000373370;ENSP00000369317;ENSP00000369349;ENSP00000306261;ENSP00000379003;ENSP00000251646;ENSP00000455442;ENSP00000360379;ENSP00000307014;ENSP00000441354;ENSP00000481815
94	M1	e019_M1	RNA splicing / mRNA Splicing - Major Pathway	GO:0008380	REAC:R-HSA-72163	NA	GO:0000375;GO:0050789	ENSP00000380033;ENSP00000359645;ENSP00000385269;ENSP00000365439;ENSP00000305556;ENSP00000221419;ENSP00000382840;ENSP00000313829;ENSP00000303158;ENSP00000359216;ENSP00000351108;ENSP00000355011;ENSP00000435926;ENSP00000366604;ENSP00000354346;ENSP00000283179;ENSP00000375863;ENSP00000254108;ENSP00000265866;ENSP00000225792;ENSP00000451291;ENSP00000358635;ENSP00000341826;ENSP00000313199;ENSP00000376309;ENSP00000349428;ENSP00000363745;ENSP00000352438;ENSP00000386894;ENSP00000404121;ENSP00000385636;ENSP00000316042;ENSP00000413035;ENSP00000325376;ENSP00000246194;ENSP00000266732;ENSP00000240185;ENSP00000400433;ENSP00000346694;ENSP00000349168;ENSP00000483254;ENSP00000361927
95	M1	e019_M1	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	GO:0000377	NA	NA	GO:0000375	ENSP00000263384;ENSP00000226798;ENSP00000402653;ENSP00000351137;ENSP00000357928;ENSP00000467556;ENSP00000339723;ENSP00000261531;ENSP00000419270;ENSP00000424417;ENSP00000360532;ENSP00000236273;ENSP00000366557;ENSP00000475615;ENSP00000358554;ENSP00000273541;ENSP00000296097;ENSP00000265107;ENSP00000361918;ENSP00000227524;ENSP00000386023;ENSP00000252011;ENSP00000478070;ENSP00000354111;ENSP00000411822;ENSP00000262415;ENSP00000465776;ENSP00000261308;ENSP00000262962;ENSP00000361577;ENSP00000415078;ENSP00000156471;ENSP00000360464;ENSP00000199814;ENSP00000260970;ENSP00000384421;ENSP00000362803;ENSP00000292314;ENSP00000282251;ENSP00000334148;ENSP00000219281;ENSP00000272091
96	M1	e019_M1	mitotic sister chromatid segregation / Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	GO:0000070	REAC:R-HSA-141444	NA	GO:0000280;GO:0007059;GO:0051276;GO:0050789	ENSP00000265295;ENSP00000376568;ENSP00000040738;ENSP00000302530;ENSP00000355922;ENSP00000309644;ENSP00000333433;ENSP00000285116;ENSP00000467843;ENSP00000319417;ENSP00000363055;ENSP00000330753;ENSP00000377428;ENSP00000451998;ENSP00000309501;ENSP00000348842;ENSP00000216268;ENSP00000357256;ENSP00000355944;ENSP00000389810;ENSP00000484532;ENSP00000282074;ENSP00000353377;ENSP00000358813;ENSP00000271452;ENSP00000267890;ENSP00000361331;ENSP00000316786;ENSP00000465075;ENSP00000284322;ENSP00000373343;ENSP00000418721;ENSP00000482552;ENSP00000258214;ENSP00000346442;ENSP00000423366;ENSP00000401089;ENSP00000367965;ENSP00000357259;ENSP00000374273;ENSP00000472305
97	M1	e019_M1	adenylate cyclase-activating G protein-coupled receptor signaling pathway / Extracellular matrix organization	GO:0007189	REAC:R-HSA-1474244	NA	GO:0050789	ENSP00000334952;ENSP00000278550;ENSP00000424226;ENSP00000429430;ENSP00000407685;ENSP00000360858;ENSP00000387356;ENSP00000274341;ENSP00000322273;ENSP00000322270;ENSP00000340688;ENSP00000239462;ENSP00000331210;ENSP00000356581;ENSP00000261654;ENSP00000311545;ENSP00000253673;ENSP00000319883;ENSP00000403954;ENSP00000252575;ENSP00000422533;ENSP00000356646;ENSP00000356975;ENSP00000351669;ENSP00000246186;ENSP00000295992;ENSP00000332900;ENSP00000353767;ENSP00000377699;ENSP00000362682;ENSP00000342981;ENSP00000283296;ENSP00000283303;ENSP00000369198;ENSP00000291481;ENSP00000296862;ENSP00000356917;ENSP00000307831;ENSP00000332511;ENSP00000335156;ENSP00000360299
98	M1	e019_M1	very long-chain fatty acid biosynthetic process / Biosynthesis of unsaturated fatty acids / Synthesis of very long-chain fatty acyl-CoAs	GO:0042761	REAC:R-HSA-75876	KEGG:01040	GO:0006082;GO:0006790;GO:0043603;GO:0009117;GO:0044255;GO:0036211	ENSP00000237530;ENSP00000326699;ENSP00000288680;ENSP00000228506;ENSP00000433126;ENSP00000317331;ENSP00000399457;ENSP00000215567;ENSP00000370607;ENSP00000424123;ENSP00000359956;ENSP00000359022;ENSP00000261875;ENSP00000306106;ENSP00000346693;ENSP00000481301;ENSP00000373153;ENSP00000244763;ENSP00000477602;ENSP00000233616;ENSP00000358831;ENSP00000354649;ENSP00000419503;ENSP00000250498;ENSP00000295682;ENSP00000265044;ENSP00000391121;ENSP00000424544;ENSP00000262213;ENSP00000295702;ENSP00000443216;ENSP00000457935;ENSP00000296443;ENSP00000266483;ENSP00000310120;ENSP00000385083;ENSP00000310208;ENSP00000273375;ENSP00000253122;ENSP00000362507;ENSP00000299626
99	M1	e019_M1	I-kappaB kinase/NF-kappaB signaling / RIG-I-like receptor signaling pathway / DDX58/IFIH1-mediated induction of interferon-alpha/beta	GO:0007249	REAC:R-HSA-168928	KEGG:04622	GO:0065009;GO:0050789;GO:0044419;GO:0002376;GO:0050896	ENSP00000362179;ENSP00000416799;ENSP00000464030;ENSP00000242719;ENSP00000360215;ENSP00000251642;ENSP00000380697;ENSP00000430684;ENSP00000357750;ENSP00000323889;ENSP00000284274;ENSP00000331288;ENSP00000315112;ENSP00000471896;ENSP00000481570;ENSP00000401980;ENSP00000354777;ENSP00000344208;ENSP00000328340;ENSP00000483825;ENSP00000263642;ENSP00000426613;ENSP00000392025;ENSP00000480499;ENSP00000368022;ENSP00000304336;ENSP00000387334;ENSP00000376505;ENSP00000381698;ENSP00000356437;ENSP00000329967;ENSP00000419371;ENSP00000262510;ENSP00000348632;ENSP00000382423;ENSP00000379826;ENSP00000359424;ENSP00000379612;ENSP00000301295;ENSP00000369213;ENSP00000317891
100	M1	e019_M1	mRNA destabilization	GO:0061157	NA	NA	GO:0009057;GO:0050789;GO:0016070;GO:0065008	ENSP00000377024;ENSP00000320949;ENSP00000355929;ENSP00000256015;ENSP00000309142;ENSP00000273064;ENSP00000252992;ENSP00000445508;ENSP00000430493;ENSP00000324587;ENSP00000478490;ENSP00000469647;ENSP00000393275;ENSP00000289382;ENSP00000338173;ENSP00000471604;ENSP00000341992;ENSP00000331305;ENSP00000362918;ENSP00000357603;ENSP00000355279;ENSP00000482128;ENSP00000437271;ENSP00000379773;ENSP00000424896;ENSP00000260227;ENSP00000427695;ENSP00000290551;ENSP00000347224;ENSP00000282003;ENSP00000344609;ENSP00000300650;ENSP00000364476;ENSP00000215631;ENSP00000251089;ENSP00000351416;ENSP00000341021;ENSP00000399862;ENSP00000351159;ENSP00000229195;ENSP00000280614
101	M1	e019_M1	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	NA	NA	GO:0009057;GO:0006508	ENSP00000329468;ENSP00000011619;ENSP00000408108;ENSP00000321386;ENSP00000448248;ENSP00000287143;ENSP00000420333;ENSP00000316589;ENSP00000420875;ENSP00000283632;ENSP00000302830;ENSP00000274063;ENSP00000266069;ENSP00000278715;ENSP00000323527;ENSP00000340982;ENSP00000445772;ENSP00000368835;ENSP00000222574;ENSP00000268719;ENSP00000370104;ENSP00000347836;ENSP00000343552;ENSP00000484472;ENSP00000361745;ENSP00000301463;ENSP00000364126;ENSP00000415332;ENSP00000221462;ENSP00000298585;ENSP00000381047;ENSP00000342832;ENSP00000378067;ENSP00000312272;ENSP00000432648;ENSP00000381821;ENSP00000371054;ENSP00000376823;ENSP00000333956;ENSP00000313318
