module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_KEGG	term_id_REAC	goslim_pir	genes
169	R1	e019_R1	TORC2 signaling / mTOR signaling pathway / Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	GO:0038203	KEGG:04150	REAC:R-HSA-75035	GO:0050789	ENSP00000219476;ENSP00000245960;ENSP00000246912;ENSP00000248975;ENSP00000250615;ENSP00000262319;ENSP00000264335;ENSP00000265960;ENSP00000270162;ENSP00000286234;ENSP00000296474;ENSP00000296782;ENSP00000306330;ENSP00000307305;ENSP00000312834;ENSP00000316924;ENSP00000320886;ENSP00000321656;ENSP00000340691;ENSP00000340989;ENSP00000354558;ENSP00000361930;ENSP00000362547;ENSP00000363377;ENSP00000364449;ENSP00000365280;ENSP00000368144;ENSP00000371267;ENSP00000372191;ENSP00000375711;ENSP00000376568;ENSP00000378040;ENSP00000379287;ENSP00000381216;ENSP00000384848;ENSP00000385824;ENSP00000387911;ENSP00000414287;ENSP00000435926;ENSP00000456405;ENSP00000460380;ENSP00000468280;ENSP00000478396;ENSP00000478962
170	R1	e019_R1	histone H3-K4 methylation / Chromatin modifying enzymes	GO:0051568	NA	REAC:R-HSA-3247509	GO:0036211	ENSP00000219905;ENSP00000229330;ENSP00000254846;ENSP00000262189;ENSP00000262419;ENSP00000264515;ENSP00000301067;ENSP00000301396;ENSP00000314029;ENSP00000324122;ENSP00000326519;ENSP00000328484;ENSP00000337088;ENSP00000340896;ENSP00000345837;ENSP00000351446;ENSP00000359319;ENSP00000363124;ENSP00000363929;ENSP00000363944;ENSP00000364037;ENSP00000364524;ENSP00000366934;ENSP00000367203;ENSP00000370936;ENSP00000380692;ENSP00000382863;ENSP00000384048;ENSP00000396749;ENSP00000398837;ENSP00000415436;ENSP00000436786;ENSP00000476117;ENSP00000476774
171	R1	e019_R1	pyroptosis / NOD-like receptor signaling pathway / Deadenylation of mRNA	GO:0070269	KEGG:04621	REAC:R-HSA-429947	GO:0065003;GO:0001816;GO:0050789;GO:0050896;GO:0065009	ENSP00000220166;ENSP00000225296;ENSP00000238616;ENSP00000247470;ENSP00000264474;ENSP00000265753;ENSP00000280154;ENSP00000293831;ENSP00000302768;ENSP00000308472;ENSP00000309767;ENSP00000323714;ENSP00000326381;ENSP00000331857;ENSP00000337383;ENSP00000345344;ENSP00000345672;ENSP00000356355;ENSP00000357112;ENSP00000359216;ENSP00000362314;ENSP00000362702;ENSP00000375767;ENSP00000376849;ENSP00000381448;ENSP00000383274;ENSP00000385090;ENSP00000388566;ENSP00000388806;ENSP00000393324;ENSP00000416255;ENSP00000425561;ENSP00000428657;ENSP00000433138;ENSP00000433209;ENSP00000433664;ENSP00000436691;ENSP00000445052;ENSP00000445135;ENSP00000478516
172	R1	e019_R1	Systemic lupus erythematosus / RNA Polymerase I Promoter Opening	NA	KEGG:05322	REAC:R-HSA-73728	GO:0050789;GO:0051641;GO:0065003	ENSP00000220514;ENSP00000244537;ENSP00000274764;ENSP00000275053;ENSP00000279873;ENSP00000290130;ENSP00000296417;ENSP00000297012;ENSP00000303373;ENSP00000307705;ENSP00000308405;ENSP00000309790;ENSP00000321744;ENSP00000332194;ENSP00000337991;ENSP00000341094;ENSP00000346509;ENSP00000347168;ENSP00000348924;ENSP00000349430;ENSP00000351589;ENSP00000352119;ENSP00000352185;ENSP00000352627;ENSP00000355388;ENSP00000355656;ENSP00000355778;ENSP00000358151;ENSP00000358154;ENSP00000358155;ENSP00000358160;ENSP00000366618;ENSP00000366679;ENSP00000366956;ENSP00000366962;ENSP00000366974;ENSP00000366999;ENSP00000367034;ENSP00000384629;ENSP00000385479;ENSP00000386239;ENSP00000414109;ENSP00000417509;ENSP00000438553;ENSP00000443017;ENSP00000445633;ENSP00000462355;ENSP00000462667;ENSP00000475814;ENSP00000476136;ENSP00000477527;ENSP00000477538;ENSP00000479106;ENSP00000479284;ENSP00000479461;ENSP00000479794;ENSP00000480960;ENSP00000481486;ENSP00000482271;ENSP00000482431;ENSP00000482538;ENSP00000482564;ENSP00000482674;ENSP00000483237;ENSP00000483283;ENSP00000483842;ENSP00000484095;ENSP00000484261;ENSP00000484638;ENSP00000484658;ENSP00000484789;ENSP00000484841
173	R1	e019_R1	regulation of lysosome size	GO:0062196	NA	NA	GO:0006810;GO:0051641;GO:0065008;GO:0051640;GO:0016043	ENSP00000220531;ENSP00000238018;ENSP00000257287;ENSP00000270861;ENSP00000287482;ENSP00000318128;ENSP00000321546;ENSP00000336524;ENSP00000341680;ENSP00000342331;ENSP00000351642;ENSP00000357674;ENSP00000358458;ENSP00000359398;ENSP00000360944;ENSP00000370337;ENSP00000371308;ENSP00000373669;ENSP00000380598;ENSP00000384084;ENSP00000393840;ENSP00000394770;ENSP00000425864;ENSP00000427550;ENSP00000447537;ENSP00000447650;ENSP00000472836
174	R1	e019_R1	Defective CUBN causes MGA1	NA	NA	REAC:R-HSA-3359463	GO:0051180	ENSP00000220616;ENSP00000221466;ENSP00000231061;ENSP00000257248;ENSP00000259371;ENSP00000263816;ENSP00000295897;ENSP00000299155;ENSP00000310332;ENSP00000313391;ENSP00000342850;ENSP00000361120;ENSP00000367064;ENSP00000369816;ENSP00000421725;ENSP00000421922;ENSP00000444596
175	R1	e019_R1	regulation of mRNA metabolic process / Spliceosome / mRNA Splicing - Major Pathway	GO:1903311	KEGG:03040	REAC:R-HSA-72163	GO:0006351;GO:0065008;GO:0000375;GO:0050789	ENSP00000220659;ENSP00000221419;ENSP00000225792;ENSP00000240185;ENSP00000254108;ENSP00000263209;ENSP00000263956;ENSP00000283179;ENSP00000290341;ENSP00000305556;ENSP00000313199;ENSP00000316042;ENSP00000325376;ENSP00000336712;ENSP00000341826;ENSP00000346694;ENSP00000348510;ENSP00000349168;ENSP00000349428;ENSP00000351575;ENSP00000352438;ENSP00000352536;ENSP00000356520;ENSP00000357863;ENSP00000358635;ENSP00000359645;ENSP00000361180;ENSP00000361219;ENSP00000361626;ENSP00000361927;ENSP00000363745;ENSP00000365439;ENSP00000376309;ENSP00000380033;ENSP00000400433;ENSP00000413035;ENSP00000425979;ENSP00000448323;ENSP00000451291;ENSP00000481762
176	R1	e019_R1	response to muramyl dipeptide / NOD-like receptor signaling pathway / NOD1/2 Signaling Pathway	GO:0032495	KEGG:04621	REAC:R-HSA-168638	GO:0002376;GO:0050789;GO:0050896;GO:0065009	ENSP00000220751;ENSP00000222823;ENSP00000248450;ENSP00000300589;ENSP00000342278;ENSP00000360797;ENSP00000361813;ENSP00000374409;ENSP00000426632
177	R1	e019_R1	canonical Wnt signaling pathway / Wnt signaling pathway / Negative regulation of TCF-dependent signaling by WNT ligand antagonists	GO:0060070	KEGG:04310	REAC:R-HSA-3772470	GO:0032502;GO:0007154;GO:0050789;GO:0032501;GO:0050896	ENSP00000220772;ENSP00000220812;ENSP00000225512;ENSP00000229030;ENSP00000261349;ENSP00000261758;ENSP00000265441;ENSP00000274063;ENSP00000284523;ENSP00000285311;ENSP00000286574;ENSP00000287934;ENSP00000293549;ENSP00000294304;ENSP00000301691;ENSP00000301945;ENSP00000304422;ENSP00000306185;ENSP00000331242;ENSP00000340677;ENSP00000341032;ENSP00000345785;ENSP00000363081;ENSP00000363826;ENSP00000367301;ENSP00000379762;ENSP00000426653;ENSP00000434034;ENSP00000478721
178	R1	e019_R1	regulation of plasminogen activation / Dissolution of Fibrin Clot	GO:0010755	NA	REAC:R-HSA-75205	GO:0050878;GO:0006508;GO:0051604;GO:0050789;GO:0050896	ENSP00000220809;ENSP00000223095;ENSP00000223864;ENSP00000226218;ENSP00000232003;ENSP00000234590;ENSP00000264670;ENSP00000295777;ENSP00000296130;ENSP00000296930;ENSP00000308938;ENSP00000312675;ENSP00000318195;ENSP00000321853;ENSP00000324105;ENSP00000339328;ENSP00000341940;ENSP00000346032;ENSP00000346550;ENSP00000353735;ENSP00000354522;ENSP00000357801;ENSP00000359991;ENSP00000361850;ENSP00000367263;ENSP00000386881;ENSP00000401645;ENSP00000411532;ENSP00000437402
179	R1	e019_R1	protein insertion into ER membrane by stop-transfer membrane-anchor sequence	GO:0045050	NA	NA	GO:0051641;GO:0051234	ENSP00000220853;ENSP00000245046;ENSP00000253457;ENSP00000256545;ENSP00000267750;ENSP00000306220;ENSP00000334037;ENSP00000380322;ENSP00000403210;ENSP00000420608
180	R1	e019_R1	microtubule-based process / Huntington disease / COPI-independent Golgi-to-ER retrograde traffic	GO:0007017	KEGG:05016	REAC:R-HSA-6811436	GO:0006996	ENSP00000221114;ENSP00000254286;ENSP00000258198;ENSP00000259632;ENSP00000260731;ENSP00000261383;ENSP00000265104;ENSP00000268182;ENSP00000289228;ENSP00000296755;ENSP00000300087;ENSP00000333363;ENSP00000334002;ENSP00000348965;ENSP00000354791;ENSP00000358921;ENSP00000374045;ENSP00000380308;ENSP00000401514;ENSP00000408910;ENSP00000414906;ENSP00000417518;ENSP00000479322
181	R1	e019_R1	neurofilament bundle assembly	GO:0033693	NA	NA	GO:0022607;GO:0006996	ENSP00000221166;ENSP00000311997;ENSP00000482169
182	R1	e019_R1	ncRNA catabolic process / RNA degradation / mRNA decay by 3' to 5' exoribonuclease	GO:0034661	KEGG:03018	REAC:R-HSA-429958	GO:0050789;GO:0006396;GO:0009057	ENSP00000221233;ENSP00000230640;ENSP00000230859;ENSP00000246802;ENSP00000258169;ENSP00000265564;ENSP00000267973;ENSP00000294724;ENSP00000311677;ENSP00000315476;ENSP00000315569;ENSP00000321711;ENSP00000323046;ENSP00000346335;ENSP00000348107;ENSP00000351596;ENSP00000352678;ENSP00000356811;ENSP00000359939;ENSP00000360310;ENSP00000361433;ENSP00000364543;ENSP00000364639;ENSP00000366135;ENSP00000366997;ENSP00000368017;ENSP00000368984;ENSP00000374354;ENSP00000396995;ENSP00000398597;ENSP00000400646;ENSP00000417401;ENSP00000438993;ENSP00000443113
183	R1	e019_R1	establishment or maintenance of epithelial cell apical/basal polarity / Dopamine Neurotransmitter Release Cycle	GO:0045197	NA	REAC:R-HSA-212676	GO:0008150	ENSP00000221459;ENSP00000222644;ENSP00000237014;ENSP00000247986;ENSP00000259254;ENSP00000261681;ENSP00000265372;ENSP00000265381;ENSP00000278193;ENSP00000296370;ENSP00000298542;ENSP00000326022;ENSP00000337907;ENSP00000345259;ENSP00000345436;ENSP00000349204;ENSP00000356370;ENSP00000357726;ENSP00000360200;ENSP00000360522;ENSP00000364210;ENSP00000367408;ENSP00000367762;ENSP00000374205;ENSP00000428182;ENSP00000439807;ENSP00000447488;ENSP00000456609
184	R1	e019_R1	mismatch repair / DNA replication	GO:0006298	KEGG:03030	NA	GO:0016070;GO:0006281;GO:0009057	ENSP00000221486;ENSP00000308193;ENSP00000337623
185	R1	e019_R1	RNA-templated DNA biosynthetic process / Telomere Extension By Telomerase	GO:0006278	NA	REAC:R-HSA-171319	GO:0051641;GO:0009059;GO:0006396;GO:0051276;GO:0006259;GO:0043412;GO:0050789;GO:0044085;GO:0065009	ENSP00000221494;ENSP00000226796;ENSP00000244769;ENSP00000262715;ENSP00000267415;ENSP00000274054;ENSP00000274606;ENSP00000276603;ENSP00000281701;ENSP00000298746;ENSP00000299427;ENSP00000301896;ENSP00000309572;ENSP00000315182;ENSP00000318690;ENSP00000318966;ENSP00000324203;ENSP00000328174;ENSP00000328848;ENSP00000332198;ENSP00000336741;ENSP00000340644;ENSP00000343054;ENSP00000350249;ENSP00000353332;ENSP00000355902;ENSP00000358563;ENSP00000358576;ENSP00000358616;ENSP00000359804;ENSP00000384421;ENSP00000388638;ENSP00000418563;ENSP00000434359;ENSP00000439856;ENSP00000442308;ENSP00000458663;ENSP00000463762;ENSP00000464050;ENSP00000483117
186	R1	e019_R1	response to molecule of bacterial origin / MyD88 deficiency (TLR2/4)	GO:0002237	NA	REAC:R-HSA-5602498	GO:0051606;GO:0002376;GO:0050789;GO:0044419	ENSP00000221515;ENSP00000231887;ENSP00000233057;ENSP00000256447;ENSP00000260010;ENSP00000265077;ENSP00000284818;ENSP00000304236;ENSP00000308925;ENSP00000327336;ENSP00000354932;ENSP00000357722;ENSP00000357727;ENSP00000361883;ENSP00000363089;ENSP00000369286;ENSP00000376445;ENSP00000385751;ENSP00000389600;ENSP00000397082;ENSP00000466897;ENSP00000479256
187	R1	e019_R1	canonical Wnt signaling pathway / Repression of WNT target genes	GO:0060070	NA	REAC:R-HSA-4641265	GO:0050789;GO:0007154	ENSP00000221561;ENSP00000231656;ENSP00000234739;ENSP00000265165;ENSP00000282111;ENSP00000302327;ENSP00000304169;ENSP00000335320;ENSP00000339004;ENSP00000339992;ENSP00000340347;ENSP00000350844;ENSP00000357442;ENSP00000358404;ENSP00000365682;ENSP00000365720;ENSP00000366347;ENSP00000376436;ENSP00000381382;ENSP00000386170;ENSP00000452871;ENSP00000464327;ENSP00000466542
188	R1	e019_R1	calcium ion-regulated exocytosis of neurotransmitter / Insulin secretion / ATP sensitive Potassium channels	GO:0048791	KEGG:04911	REAC:R-HSA-1296025	GO:0006836;GO:0046903;GO:0016049;GO:0065008;GO:0016192;GO:0050789	ENSP00000222256;ENSP00000240662;ENSP00000252826;ENSP00000261200;ENSP00000261205;ENSP00000262231;ENSP00000303960;ENSP00000345708;ENSP00000345824;ENSP00000351832;ENSP00000356236;ENSP00000357688;ENSP00000358142;ENSP00000367756;ENSP00000380271;ENSP00000411418;ENSP00000428417;ENSP00000429562;ENSP00000450857
189	R1	e019_R1	Malaria	NA	KEGG:05144	NA	NA	ENSP00000222271;ENSP00000339730;ENSP00000357362
190	R1	e019_R1	integrated stress response signaling / Osteoclast differentiation / NGF-stimulated transcription	GO:0140467	KEGG:04380	REAC:R-HSA-9031628	GO:0050789;GO:0050896	ENSP00000222305;ENSP00000243440;ENSP00000245919;ENSP00000252818;ENSP00000262053;ENSP00000264110;ENSP00000264716;ENSP00000267569;ENSP00000286639;ENSP00000300659;ENSP00000303315;ENSP00000306245;ENSP00000306396;ENSP00000306894;ENSP00000310170;ENSP00000329357;ENSP00000345001;ENSP00000350359;ENSP00000353344;ENSP00000357000;ENSP00000357622;ENSP00000360266;ENSP00000362410;ENSP00000369465;ENSP00000370343;ENSP00000379330;ENSP00000387699;ENSP00000394560;ENSP00000399465;ENSP00000423563;ENSP00000445626;ENSP00000460070
191	R1	e019_R1	canonical Wnt signaling pathway / Wnt signaling pathway / Beta-catenin phosphorylation cascade	GO:0060070	KEGG:04310	REAC:R-HSA-196299	GO:0050789;GO:0007154	ENSP00000222330;ENSP00000257430;ENSP00000262320;ENSP00000263966;ENSP00000284601;ENSP00000296859;ENSP00000302625;ENSP00000311579;ENSP00000316845;ENSP00000322457;ENSP00000324806;ENSP00000328287;ENSP00000329117;ENSP00000349156;ENSP00000356652;ENSP00000357709;ENSP00000357986;ENSP00000360058;ENSP00000360060;ENSP00000360821;ENSP00000394794;ENSP00000398560;ENSP00000398610;ENSP00000401197;ENSP00000421689;ENSP00000430985;ENSP00000482228
192	R1	e019_R1	RET signaling	NA	NA	REAC:R-HSA-8853659	GO:0032502;GO:0050877	ENSP00000222374;ENSP00000227348;ENSP00000245810;ENSP00000262593;ENSP00000274721;ENSP00000280772;ENSP00000302648;ENSP00000303540;ENSP00000307599;ENSP00000313423;ENSP00000329797;ENSP00000335196;ENSP00000337697;ENSP00000343158;ENSP00000344277;ENSP00000344786;ENSP00000346534;ENSP00000347591;ENSP00000347942;ENSP00000348099;ENSP00000352035;ENSP00000354778;ENSP00000357106;ENSP00000365301;ENSP00000368314;ENSP00000372160;ENSP00000373648;ENSP00000387435;ENSP00000409007;ENSP00000428518
193	R1	e019_R1	blood coagulation, intrinsic pathway / GP1b-IX-V activation signalling	GO:0007597	NA	REAC:R-HSA-430116	GO:0051604;GO:0032502;GO:0050789;GO:0050896;GO:0001775	ENSP00000222462;ENSP00000261405;ENSP00000272164;ENSP00000290015;ENSP00000296577;ENSP00000303942;ENSP00000329380;ENSP00000345243;ENSP00000346829;ENSP00000349486;ENSP00000356530;ENSP00000357040;ENSP00000358866;ENSP00000360120;ENSP00000360997;ENSP00000378611;ENSP00000380565;ENSP00000383382;ENSP00000383931;ENSP00000420194;ENSP00000420213;ENSP00000437489;ENSP00000473370;ENSP00000483985
194	R1	e019_R1	cellular response to tumor necrosis factor / NF-kappa B signaling pathway / TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	GO:0071356	KEGG:04064	REAC:R-HSA-5676594	GO:0002376;GO:0050789;GO:0050896	ENSP00000223795;ENSP00000228918;ENSP00000243611;ENSP00000245817;ENSP00000247668;ENSP00000263932;ENSP00000264122;ENSP00000309262;ENSP00000356037;ENSP00000359663;ENSP00000361359;ENSP00000362179;ENSP00000362994;ENSP00000365435;ENSP00000367440;ENSP00000376505;ENSP00000403495;ENSP00000410481;ENSP00000454207;ENSP00000477613;ENSP00000478699;ENSP00000482657
195	R1	e019_R1	Relaxin receptors	NA	NA	REAC:R-HSA-444821	NA	ENSP00000223862;ENSP00000298386;ENSP00000369017
196	R1	e019_R1	monoubiquitinated histone H2A deubiquitination / Basal transcription factors / RNA Polymerase II Transcription Initiation	GO:0035522	KEGG:03022	REAC:R-HSA-75953	GO:0009059;GO:0065003;GO:0036211;GO:0016070;GO:0006508	ENSP00000224073;ENSP00000225916;ENSP00000247219;ENSP00000252996;ENSP00000258281;ENSP00000261497;ENSP00000263663;ENSP00000263754;ENSP00000263974;ENSP00000265990;ENSP00000269142;ENSP00000294168;ENSP00000299424;ENSP00000302640;ENSP00000306983;ENSP00000307684;ENSP00000307850;ENSP00000308022;ENSP00000312709;ENSP00000316114;ENSP00000336750;ENSP00000339917;ENSP00000339976;ENSP00000340271;ENSP00000354633;ENSP00000355051;ENSP00000356848;ENSP00000358854;ENSP00000359295;ENSP00000359837;ENSP00000360515;ENSP00000361998;ENSP00000362068;ENSP00000367406;ENSP00000370193;ENSP00000370201;ENSP00000375942;ENSP00000392318;ENSP00000397259;ENSP00000399718;ENSP00000399982;ENSP00000406549;ENSP00000410409;ENSP00000410759;ENSP00000417510;ENSP00000418379;ENSP00000429986;ENSP00000439585;ENSP00000455265;ENSP00000474096;ENSP00000481091;ENSP00000483631
197	R1	e019_R1	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process / Neddylation	GO:0031146	NA	REAC:R-HSA-8951664	GO:0006508;GO:0009057	ENSP00000224862;ENSP00000231487;ENSP00000244426;ENSP00000247977;ENSP00000265094;ENSP00000266087;ENSP00000281623;ENSP00000307833;ENSP00000310841;ENSP00000328187;ENSP00000346240;ENSP00000365944;ENSP00000365961;ENSP00000369666;ENSP00000376945;ENSP00000380256;ENSP00000384823;ENSP00000417601;ENSP00000423630;ENSP00000428205;ENSP00000432786;ENSP00000437464;ENSP00000476369
198	R1	e019_R1	positive regulation of DNA metabolic process / Homologous recombination / Nonhomologous End-Joining (NHEJ)	GO:0051054	KEGG:03440	REAC:R-HSA-5693571	GO:0050789;GO:0006281	ENSP00000224950;ENSP00000243326;ENSP00000254942;ENSP00000260947;ENSP00000261609;ENSP00000265140;ENSP00000265433;ENSP00000278616;ENSP00000298492;ENSP00000300086;ENSP00000313759;ENSP00000320898;ENSP00000325863;ENSP00000333667;ENSP00000342924;ENSP00000343412;ENSP00000352408;ENSP00000358474;ENSP00000362578;ENSP00000365588;ENSP00000366434;ENSP00000368100;ENSP00000369857;ENSP00000371475;ENSP00000372023;ENSP00000372351;ENSP00000380762;ENSP00000382628;ENSP00000400142;ENSP00000434024
199	R1	e019_R1	positive regulation of calcium ion transport into cytosol / Elevation of cytosolic Ca2+ levels	GO:0010524	NA	REAC:R-HSA-139853	GO:0065008;GO:0006811;GO:0050789	ENSP00000225328;ENSP00000263314;ENSP00000343339
200	R1	e019_R1	cellular response to growth factor stimulus / Neurotrophin signaling pathway / Interleukin-3, Interleukin-5 and GM-CSF signaling	GO:0071363	KEGG:04722	REAC:R-HSA-512988	GO:0050789;GO:0050896	ENSP00000225474;ENSP00000231454;ENSP00000256707;ENSP00000260130;ENSP00000262995;ENSP00000296870;ENSP00000296871;ENSP00000307046;ENSP00000327890;ENSP00000335062;ENSP00000340944;ENSP00000346300;ENSP00000352513;ENSP00000354952;ENSP00000361263;ENSP00000362109;ENSP00000362195;ENSP00000364964;ENSP00000366306;ENSP00000370989;ENSP00000380855;ENSP00000384053;ENSP00000387784;ENSP00000394227;ENSP00000401303;ENSP00000412209;ENSP00000440273;ENSP00000447241
201	R1	e019_R1	Transmission across Electrical Synapses 	NA	NA	REAC:R-HSA-112307	GO:0065008;GO:0050789	ENSP00000225538;ENSP00000227638;ENSP00000330696;ENSP00000353032;ENSP00000379183
202	R1	e019_R1	actin polymerization or depolymerization / Regulation of actin cytoskeleton	GO:0008154	KEGG:04810	NA	GO:0050789;GO:0006996	ENSP00000225655;ENSP00000239940;ENSP00000245932;ENSP00000301599;ENSP00000302543;ENSP00000316543;ENSP00000329219;ENSP00000336740;ENSP00000347672;ENSP00000349960;ENSP00000362924;ENSP00000374507;ENSP00000376652;ENSP00000381565;ENSP00000383178;ENSP00000427687;ENSP00000432660;ENSP00000458162
203	R1	e019_R1	positive regulation of transcription initiation by RNA polymerase II / Transcriptional regulation of white adipocyte differentiation	GO:0060261	NA	REAC:R-HSA-381340	GO:0050789	ENSP00000225728;ENSP00000237380;ENSP00000251871;ENSP00000255764;ENSP00000258648;ENSP00000263205;ENSP00000263390;ENSP00000265350;ENSP00000268711;ENSP00000281928;ENSP00000282892;ENSP00000286317;ENSP00000290663;ENSP00000292035;ENSP00000293777;ENSP00000297347;ENSP00000300651;ENSP00000312649;ENSP00000314343;ENSP00000323720;ENSP00000325612;ENSP00000326767;ENSP00000337340;ENSP00000346634;ENSP00000352673;ENSP00000357047;ENSP00000357907;ENSP00000362948;ENSP00000363193;ENSP00000370938;ENSP00000377686;ENSP00000380888;ENSP00000417235;ENSP00000428982;ENSP00000435210;ENSP00000481920;ENSP00000482438
204	R1	e019_R1	cytoplasmic translation	GO:0002181	NA	NA	GO:0006412	ENSP00000225729;ENSP00000329715;ENSP00000338788;ENSP00000388920;ENSP00000420357
205	R1	e019_R1	I-kappaB kinase/NF-kappaB signaling / RIG-I-like receptor signaling pathway / IKBKB deficiency causes SCID	GO:0007249	KEGG:04622	REAC:R-HSA-5602636	GO:0050789;GO:0065009	ENSP00000225823;ENSP00000228468;ENSP00000242719;ENSP00000286713;ENSP00000297512;ENSP00000317891;ENSP00000343658;ENSP00000344208;ENSP00000350348;ENSP00000359424;ENSP00000367743;ENSP00000379612;ENSP00000379826;ENSP00000382423;ENSP00000385205;ENSP00000385570;ENSP00000405405;ENSP00000408695;ENSP00000416293;ENSP00000419371;ENSP00000430684;ENSP00000468263;ENSP00000480499;ENSP00000481570;ENSP00000483825
206	R1	e019_R1	monocyte chemotaxis / Viral protein interaction with cytokine and cytokine receptor	GO:0002548	KEGG:04061	NA	GO:0040011;GO:0002376;GO:0050789;GO:0050896	ENSP00000225831;ENSP00000225844;ENSP00000227155;ENSP00000271638;ENSP00000292301;ENSP00000292303;ENSP00000296140;ENSP00000296435;ENSP00000341821;ENSP00000353731;ENSP00000357103;ENSP00000361965;ENSP00000366109;ENSP00000367832;ENSP00000378118;ENSP00000378365;ENSP00000400533;ENSP00000417050;ENSP00000441600;ENSP00000468897;ENSP00000474412;ENSP00000477908;ENSP00000478024;ENSP00000479097;ENSP00000480558;ENSP00000483609;ENSP00000484078
207	R1	e019_R1	ECM-receptor interaction / Integrin cell surface interactions	NA	KEGG:04512	REAC:R-HSA-216083	GO:0045229;GO:0043062	ENSP00000225964;ENSP00000256389;ENSP00000257867;ENSP00000264741;ENSP00000264828;ENSP00000265131;ENSP00000265379;ENSP00000265708;ENSP00000266718;ENSP00000282588;ENSP00000295550;ENSP00000296585;ENSP00000297268;ENSP00000300527;ENSP00000304408;ENSP00000332371;ENSP00000348215;ENSP00000349436;ENSP00000351310;ENSP00000355180;ENSP00000357668;ENSP00000359114;ENSP00000360882;ENSP00000363840;ENSP00000364000;ENSP00000368572;ENSP00000369889;ENSP00000370542;ENSP00000379350;ENSP00000453302;ENSP00000474385
208	R1	e019_R1	nuclear transport / Nucleocytoplasmic transport / Processing and activation of SUMO	GO:0051169	KEGG:03013	REAC:R-HSA-3215018	GO:0036211;GO:0015031	ENSP00000226105;ENSP00000246548;ENSP00000254508;ENSP00000259569;ENSP00000261574;ENSP00000261667;ENSP00000262971;ENSP00000270225;ENSP00000283195;ENSP00000296257;ENSP00000297540;ENSP00000324792;ENSP00000326806;ENSP00000327821;ENSP00000334373;ENSP00000341483;ENSP00000348056;ENSP00000359221;ENSP00000361418;ENSP00000362937;ENSP00000364289;ENSP00000376077;ENSP00000376611;ENSP00000381214;ENSP00000384863;ENSP00000394791;ENSP00000401470;ENSP00000401564;ENSP00000402527;ENSP00000405965;ENSP00000409666;ENSP00000426503;ENSP00000446215;ENSP00000454852;ENSP00000480421
209	R1	e019_R1	phototransduction / Phototransduction / Inactivation, recovery and regulation of the phototransduction cascade	GO:0007602	KEGG:04744	REAC:R-HSA-2514859	GO:0050877;GO:0051606;GO:0050789	ENSP00000226193;ENSP00000232461;ENSP00000251337;ENSP00000255266;ENSP00000264952;ENSP00000266395;ENSP00000296271;ENSP00000306010;ENSP00000319713;ENSP00000328412;ENSP00000334876;ENSP00000360502;ENSP00000386444;ENSP00000419422;ENSP00000420295;ENSP00000426022;ENSP00000429900;ENSP00000450482
210	R1	e019_R1	ECM-receptor interaction / Integrin cell surface interactions	NA	KEGG:04512	REAC:R-HSA-216083	GO:0032502;GO:0045229;GO:0043062	ENSP00000226284;ENSP00000261023;ENSP00000262101;ENSP00000268150;ENSP00000296591;ENSP00000331902;ENSP00000353654;ENSP00000354238;ENSP00000360170;ENSP00000363973;ENSP00000364140;ENSP00000364886;ENSP00000364979;ENSP00000370299;ENSP00000378340;ENSP00000378517;ENSP00000379823;ENSP00000379866;ENSP00000382697;ENSP00000385720;ENSP00000398736;ENSP00000406367;ENSP00000452786;ENSP00000479969
211	R1	e019_R1	neutrophil chemotaxis / Viral protein interaction with cytokine and cytokine receptor / Chemokine receptors bind chemokines	GO:0030593	KEGG:04061	REAC:R-HSA-380108	GO:0002376;GO:0040011;GO:0050789;GO:0050896;GO:0044419	ENSP00000226317;ENSP00000286758;ENSP00000292174;ENSP00000295683;ENSP00000296026;ENSP00000296027;ENSP00000296028;ENSP00000296029;ENSP00000305651;ENSP00000306512;ENSP00000306884;ENSP00000319635;ENSP00000323047;ENSP00000354901;ENSP00000362795;ENSP00000379110;ENSP00000427279
212	R1	e019_R1	GnRH signaling pathway / Hormone ligand-binding receptors	NA	KEGG:04912	REAC:R-HSA-375281	NA	ENSP00000226413;ENSP00000245983;ENSP00000276414
213	R1	e019_R1	phosphatidylinositol-3-phosphate biosynthetic process / Autophagy - animal / Translation of Replicase and Assembly of the Replication Transcription Complex	GO:0036092	KEGG:04140	REAC:R-HSA-9679504	GO:0022411;GO:0050789;GO:0007033;GO:0015031;GO:0006793;GO:0006914;GO:0007154;GO:0007005;GO:0044255;GO:0022607;GO:0050896;GO:0065009	ENSP00000227451;ENSP00000247178;ENSP00000258080;ENSP00000261368;ENSP00000262039;ENSP00000262291;ENSP00000264896;ENSP00000277746;ENSP00000296129;ENSP00000296343;ENSP00000301295;ENSP00000306449;ENSP00000308057;ENSP00000314508;ENSP00000338345;ENSP00000348455;ENSP00000349205;ENSP00000353785;ENSP00000355231;ENSP00000355865;ENSP00000357113;ENSP00000359339;ENSP00000364204;ENSP00000367196;ENSP00000378217;ENSP00000378394;ENSP00000380178;ENSP00000418770;ENSP00000431926;ENSP00000479919
